ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Segment_Slice
Mombo-1_guestorstranger-1-2,Mombo-1_guestorstranger-1,gìlà-gílí,14,false,expert,hantganfc,,,,2
Jamsay-1_guestorstranger-1-1,Jamsay-1_guestorstranger-1,yérí-n,7,false,expert,hantganfc,,,,1
Jamsay-1_guestorstranger-1-2,Jamsay-1_guestorstranger-1,yérí-n,5,false,expert,hantganfc,,,,2
ToroTegu-1_guestorstranger-1-1,ToroTegu-1_guestorstranger-1,lòsù-rⁿu,4,false,expert,hantganfc,,,,1
ToroTegu-1_guestorstranger-1-2,ToroTegu-1_guestorstranger-1,lòsù-rⁿu,21,false,expert,hantganfc,,,,2
SonghaiKiini-2_age-1-1,SonghaiKiini-2_age-1,zé:n,26,false,expert,hantganfc,,,,1
SonghaiSenni-2_age-1-1,SonghaiSenni-2_age-1,zé:n,26,false,expert,hantganfc,,,,1
Bangime-2_age-1-1,Bangime-2_age-1,ɡwìì,23,false,expert,hantganfc,,,,1
Fulfulde-2_age-1-1,Fulfulde-2_age-1,nayw-ude,30,false,expert,hantganfc,,,,1
Fulfulde-2_age-1-2,Fulfulde-2_age-1,nayw-ude,31,false,expert,hantganfc,,,,2
ToroTegu-2_age-1-1,ToroTegu-2_age-1,yɔ̌w,33,false,expert,hantganfc,,,,1
BenTey-2_age-1-1,BenTey-2_age-1,pɛ́,24,false,expert,hantganfc,,,,1
Nanga-2_age-1-1,Nanga-2_age-1,pɛ́:,24,false,expert,hantganfc,,,,1
Gourou-2_age-1-1,Gourou-2_age-1,pɛ́:ⁿ,24,false,expert,hantganfc,,,,1
YornoSo-2_age-1-1,YornoSo-2_age-1,pɛ́:,24,false,expert,hantganfc,,,,1
TommoSo-2_age-1-1,TommoSo-2_age-1,pɛ́ɛ́ⁿ,24,false,expert,hantganfc,,,,1
DogulDom-2_age-1-1,DogulDom-2_age-1,páy-ndìyè,24,false,expert,hantganfc,,,,1
DogulDom-2_age-1-2,DogulDom-2_age-1,páy-ndìyè,28,false,expert,hantganfc,,,,2
DogulDom-2_age-1-3,DogulDom-2_age-1,páy-ndìyè,29,false,expert,hantganfc,,,,3
TebulUre-2_age-1-1,TebulUre-2_age-1,pɛ́,24,false,expert,hantganfc,,,,1
BonduSo-2_age-1-1,BonduSo-2_age-1,kúnjɛ́,25,false,expert,hantganfc,,,,1
Bunoge-2_age-1-1,Bunoge-2_age-1,kɛ̀mnɔ̀_kánì,26,false,expert,hantganfc,,,,1
Bunoge-2_age-1-2,Bunoge-2_age-1,kɛ̀mnɔ̀_kánì,27,false,expert,hantganfc,,,,2
DonnoSo-2_age-1-1,DonnoSo-2_age-1,páy-ndɛ̀:,24,false,expert,hantganfc,,,,1
DonnoSo-2_age-1-2,DonnoSo-2_age-1,páy-ndɛ̀:,28,false,expert,hantganfc,,,,2
TomoKan-2_age-1-1,TomoKan-2_age-1,pyɛ́:ⁿ,24,false,expert,hantganfc,,,,1
TiranigeDiga-2_age-1-1,TiranigeDiga-2_age-1,kúnjó,25,false,expert,hantganfc,,,,1
Mombo-2_age-1-1,Mombo-2_age-1,ká:nú_kánì,26,false,expert,hantganfc,,,,1
Mombo-2_age-1-2,Mombo-2_age-1,ká:nú_kánì,27,false,expert,hantganfc,,,,2
Penange-2_age-1-1,Penange-2_age-1,ká:mnɔ́_kán,26,false,expert,hantganfc,,,,1
Penange-2_age-1-2,Penange-2_age-1,ká:mnɔ́_kán,27,false,expert,hantganfc,,,,2
BankanTey-2_age-1-1,BankanTey-2_age-1,pɛ́,24,false,expert,hantganfc,,,,1
Jamsay-2_age-1-1,Jamsay-2_age-1,pɛ́:ⁿ,24,false,expert,hantganfc,,,,1
PergeTegu-2_age-1-1,PergeTegu-2_age-1,pɛ́:,24,false,expert,hantganfc,,,,1
TogoKan-2_age-1-1,TogoKan-2_age-1,pɛ́:ⁿ,24,false,expert,hantganfc,,,,1
YandaDom-2_age-1-1,YandaDom-2_age-1,pɛ́:,24,false,expert,hantganfc,,,,1
ToroSo-2_age-1-1,ToroSo-2_age-1,pèy pèy,2,false,expert,hantganfc,,,,1
ToroSo-2_age-1-2,ToroSo-2_age-1,pèy pèy,24,false,expert,hantganfc,,,,2
ToroSo-2_age-2-1,ToroSo-2_age-2,péỳ,2,false,expert,hantganfc,,,,1
BonduSo-2_age-2-1,BonduSo-2_age-2,kùnjì-lé,25,false,expert,hantganfc,,,,1
BonduSo-2_age-2-2,BonduSo-2_age-2,kùnjì-lé,34,false,expert,hantganfc,,,,2
Bambara-3_ancestors-1-1,Bambara-3_ancestors-1,bɛ́ⁿbá,34,false,expert,hantganfc,,,,1
SonghaiKiini-3_ancestors-1-1,SonghaiKiini-3_ancestors-1,kàà,35,false,expert,hantganfc,,,,1
Mombo-3_ancestors-1-1,Mombo-3_ancestors-1,ńdá_kúnjù,39,false,expert,hantganfc,,,,1
Mombo-3_ancestors-1-2,Mombo-3_ancestors-1,ńdá_kúnjù,40,false,expert,hantganfc,,,,2
TommoSo-3_ancestors-1-1,TommoSo-3_ancestors-1,mɔ̀ɛ̀-mì-nɛ́,42,false,expert,hantganfc,,,,1
TommoSo-3_ancestors-1-2,TommoSo-3_ancestors-1,mɔ̀ɛ̀-mì-nɛ́,43,false,expert,hantganfc,,,,2
TommoSo-3_ancestors-1-3,TommoSo-3_ancestors-1,mɔ̀ɛ̀-mì-nɛ́,44,false,expert,hantganfc,,,,3
Nanga-3_ancestors-1-1,Nanga-3_ancestors-1,dùgú,41,false,expert,hantganfc,,,,1
ToroTegu-3_ancestors-1-1,ToroTegu-3_ancestors-1,tɛ̀ná,45,false,expert,hantganfc,,,,1
YornoSo-3_ancestors-1-1,YornoSo-3_ancestors-1,tírɛ́,37,false,expert,hantganfc,,,,1
PergeTegu-3_ancestors-1-1,PergeTegu-3_ancestors-1,tìrɛ́,37,false,expert,hantganfc,,,,1
TogoKan-3_ancestors-1-1,TogoKan-3_ancestors-1,tìrɛ́,37,false,expert,hantganfc,,,,1
Fulfulde-3_ancestors-1-1,Fulfulde-3_ancestors-1,njaatiraa-ɗoo,37,false,expert,hantganfc,,,,1
Fulfulde-3_ancestors-1-2,Fulfulde-3_ancestors-1,njaatiraa-ɗoo,38,false,expert,hantganfc,,,,2
BenTey-3_ancestors-1-1,BenTey-3_ancestors-1,kùmbó,36,false,expert,hantganfc,,,,1
SonghaiSenni-3_ancestors-1-1,SonghaiSenni-3_ancestors-1,kà:gè,35,false,expert,hantganfc,,,,1
Bangime-3_ancestors-1-1,Bangime-3_ancestors-1,kāàⁿ,27,false,expert,hantganfc,,,,1
Bangime-4_animal-1-1,Bangime-4_animal-1,jíríbɛ̀,46,false,expert,hantganfc,,,,1
Bangime-4_animal-1-2,Bangime-4_animal-1,jíríbɛ̀,4814,false,expert,hantganfc,,,,2
BozoKorondougounord-4_animal-1-1,BozoKorondougounord-4_animal-1,biraⁿteu,54,false,expert,hantganfc,,,,1
BozoTiemaCewe-4_animal-1-1,BozoTiemaCewe-4_animal-1,koⁿoⁿbo,55,false,expert,hantganfc,,,,1
ToroTegu-4_animal-1-1,ToroTegu-4_animal-1,àrùzàká,56,false,expert,hantganfc,,,,1
ToroTegu-4_animal-1-2,ToroTegu-4_animal-1,àrùzàká,51,false,expert,hantganfc,,,,2
BenTey-4_animal-1-1,BenTey-4_animal-1,àrsɛ̌:,56,false,expert,hantganfc,,,,1
BenTey-4_animal-1-2,BenTey-4_animal-1,àrsɛ̌:,51,false,expert,hantganfc,,,,2
BankanTey-4_animal-1-1,BankanTey-4_animal-1,dá:bà-m,48,false,expert,hantganfc,,,,1
BankanTey-4_animal-1-2,BankanTey-4_animal-1,dá:bà-m,49,false,expert,hantganfc,,,,2
Nanga-4_animal-1-1,Nanga-4_animal-1,gàsɛ̀gɛ́,56,false,expert,hantganfc,,,,1
Nanga-4_animal-1-2,Nanga-4_animal-1,gàsɛ̀gɛ́,51,false,expert,hantganfc,,,,2
PergeTegu-4_animal-1-1,PergeTegu-4_animal-1,àsɛ̀gɛ́,56,false,expert,hantganfc,,,,1
PergeTegu-4_animal-1-2,PergeTegu-4_animal-1,àsɛ̀gɛ́,51,false,expert,hantganfc,,,,2
Gourou-4_animal-1-1,Gourou-4_animal-1,gàrsɛ̀gɛ́,56,false,expert,hantganfc,,,,1
Gourou-4_animal-1-2,Gourou-4_animal-1,gàrsɛ̀gɛ́,51,false,expert,hantganfc,,,,2
TogoKan-4_animal-1-1,TogoKan-4_animal-1,gìrⁿí_árúsɛ̀gɛ̀,57,false,expert,hantganfc,,,,1
TogoKan-4_animal-1-2,TogoKan-4_animal-1,gìrⁿí_árúsɛ̀gɛ̀,49,false,expert,hantganfc,,,,2
TogoKan-4_animal-1-3,TogoKan-4_animal-1,gìrⁿí_árúsɛ̀gɛ̀,56,false,expert,hantganfc,,,,3
TogoKan-4_animal-1-4,TogoKan-4_animal-1,gìrⁿí_árúsɛ̀gɛ̀,51,false,expert,hantganfc,,,,4
YornoSo-4_animal-1-1,YornoSo-4_animal-1,àrùsɛ̀gɛ́,56,false,expert,hantganfc,,,,1
YornoSo-4_animal-1-2,YornoSo-4_animal-1,àrùsɛ̀gɛ́,51,false,expert,hantganfc,,,,2
TommoSo-4_animal-1-1,TommoSo-4_animal-1,bɛ̀lú,47,false,expert,hantganfc,,,,1
DogulDom-4_animal-1-1,DogulDom-4_animal-1,bɛ́lɛ̀gù,47,false,expert,hantganfc,,,,1
DogulDom-4_animal-1-2,DogulDom-4_animal-1,bɛ́lɛ̀gù,53,false,expert,hantganfc,,,,2
YandaDom-4_animal-1-1,YandaDom-4_animal-1,àzɛ̀gɛ̀,56,false,expert,hantganfc,,,,1
YandaDom-4_animal-1-2,YandaDom-4_animal-1,àzɛ̀gɛ̀,51,false,expert,hantganfc,,,,2
BonduSo-4_animal-1-1,BonduSo-4_animal-1,dúmɛ́-ŋgó,52,false,expert,hantganfc,,,,1
BonduSo-4_animal-1-2,BonduSo-4_animal-1,dúmɛ́-ŋgó,53,false,expert,hantganfc,,,,2
Bunoge-4_animal-1-1,Bunoge-4_animal-1,kɔ́mbɔ̀,28,false,expert,hantganfc,,,,1
DonnoSo-4_animal-1-1,DonnoSo-4_animal-1,bɛ̀lú,47,false,expert,hantganfc,,,,1
TiranigeDiga-4_animal-1-1,TiranigeDiga-4_animal-1,bèl,47,false,expert,hantganfc,,,,1
Mombo-4_animal-1-1,Mombo-4_animal-1,dèbù_bɛ́lí,48,false,expert,hantganfc,,,,1
Mombo-4_animal-1-2,Mombo-4_animal-1,dèbù_bɛ́lí,47,false,expert,hantganfc,,,,2
Jamsay-4_animal-1-1,Jamsay-4_animal-1,àsɛ̀gɛ́,56,false,expert,hantganfc,,,,1
Jamsay-4_animal-1-2,Jamsay-4_animal-1,àsɛ̀gɛ́,51,false,expert,hantganfc,,,,2
TebulUre-4_animal-1-1,TebulUre-4_animal-1,àsɛ̀gɛ́,56,false,expert,hantganfc,,,,1
TebulUre-4_animal-1-2,TebulUre-4_animal-1,àsɛ̀gɛ́,51,false,expert,hantganfc,,,,2
ToroSo-4_animal-1-1,ToroSo-4_animal-1,gìnì bɛ́l,60,false,expert,hantganfc,,,,1
ToroSo-4_animal-1-2,ToroSo-4_animal-1,gìnì bɛ́l,47,false,expert,hantganfc,,,,2
ToroSo-4_animal-2-1,ToroSo-4_animal-2,ásɛ̀ɡɛ̀,56,false,expert,hantganfc,,,,1
ToroSo-4_animal-2-2,ToroSo-4_animal-2,ásɛ̀ɡɛ̀,51,false,expert,hantganfc,,,,2
BonduSo-4_animal-2-1,BonduSo-4_animal-2,dúmɛ́ɛ̀,52,false,expert,hantganfc,,,,1
Fulfulde-4_animal-1-1,Fulfulde-4_animal-1,daaba,29,false,expert,hantganfc,,,,1
Jenaama-4_animal-1-1,Jenaama-4_animal-1,dààbá,30,false,expert,hantganfc,,,,1
SonghaiKiini-4_animal-1-1,SonghaiKiini-4_animal-1,dáábà,32,false,expert,hantganfc,,,,1
Soninke-4_animal-1-1,Soninke-4_animal-1,dáábá,30,false,expert,hantganfc,,,,1
TomoKan-4_animal-1-1,TomoKan-4_animal-1,dáábá,31,false,expert,hantganfc,,,,1
Penange-4_animal-1-1,Penange-4_animal-1,dáábá,31,false,expert,hantganfc,,,,1
Bangime-5_answer-1-1,Bangime-5_answer-1,jòò-rò,63,false,expert,hantganfc,,,,1
Bangime-5_answer-1-2,Bangime-5_answer-1,jòò-rò,64,false,expert,hantganfc,,,,2
Bambara-5_answer-1-1,Bambara-5_answer-1,lámìnɛ́,61,false,expert,hantganfc,,,,1
Bambara-5_answer-1-2,Bambara-5_answer-1,lámìnɛ́,62,false,expert,hantganfc,,,,2
ToroTegu-5_answer-1-1,ToroTegu-5_answer-1,císú,65,false,expert,hantganfc,,,,1
BenTey-5_answer-1-1,BenTey-5_answer-1,sá,66,false,expert,hantganfc,,,,1
BankanTey-5_answer-1-1,BankanTey-5_answer-1,kísɛ́,65,false,expert,hantganfc,,,,1
BankanTey-5_answer-1-2,BankanTey-5_answer-1,kísɛ́,4815,false,expert,hantganfc,,,,2
Nanga-5_answer-1-1,Nanga-5_answer-1,sá:,66,false,expert,hantganfc,,,,1
PergeTegu-5_answer-1-1,PergeTegu-5_answer-1,sá:,66,false,expert,hantganfc,,,,1
Gourou-5_answer-1-1,Gourou-5_answer-1,ká:_sá:,67,false,expert,hantganfc,,,,1
Gourou-5_answer-1-2,Gourou-5_answer-1,ká:_sá:,66,false,expert,hantganfc,,,,2
YornoSo-5_answer-1-1,YornoSo-5_answer-1,sá:,66,false,expert,hantganfc,,,,1
TommoSo-5_answer-1-1,TommoSo-5_answer-1,sáwá,66,false,expert,hantganfc,,,,1
TommoSo-5_answer-1-2,TommoSo-5_answer-1,sáwá,4869,false,expert,hantganfc,,,,2
DogulDom-5_answer-1-1,DogulDom-5_answer-1,kísɛ̀,65,false,expert,hantganfc,,,,1
DogulDom-5_answer-1-2,DogulDom-5_answer-1,kísɛ̀,4815,false,expert,hantganfc,,,,2
TebulUre-5_answer-1-1,TebulUre-5_answer-1,sá:m,66,false,expert,hantganfc,,,,1
TebulUre-5_answer-1-2,TebulUre-5_answer-1,sá:m,70,false,expert,hantganfc,,,,2
YandaDom-5_answer-1-1,YandaDom-5_answer-1,m̀bò_sá:,71,false,expert,hantganfc,,,,1
YandaDom-5_answer-1-2,YandaDom-5_answer-1,m̀bò_sá:,66,false,expert,hantganfc,,,,2
Bunoge-5_answer-1-1,Bunoge-5_answer-1,kíjɛ̀,65,false,expert,hantganfc,,,,1
Bunoge-5_answer-1-2,Bunoge-5_answer-1,kíjɛ̀,4815,false,expert,hantganfc,,,,2
Jamsay-5_answer-1-1,Jamsay-5_answer-1,sá:,66,false,expert,hantganfc,,,,1
TiranigeDiga-5_answer-1-1,TiranigeDiga-5_answer-1,cígírɔ́,65,false,expert,hantganfc,,,,1
TiranigeDiga-5_answer-1-2,TiranigeDiga-5_answer-1,cígírɔ́,64,false,expert,hantganfc,,,,2
Mombo-5_answer-1-1,Mombo-5_answer-1,ábúlè,68,false,expert,hantganfc,,,,1
Mombo-5_answer-1-2,Mombo-5_answer-1,ábúlè,4812,false,expert,hantganfc,,,,2
Penange-5_answer-1-1,Penange-5_answer-1,kíjɛ́,65,false,expert,hantganfc,,,,1
TomoKan-5_answer-1-1,TomoKan-5_answer-1,sáwá,66,false,expert,hantganfc,,,,1
TomoKan-5_answer-1-2,TomoKan-5_answer-1,sáwá,4869,false,expert,hantganfc,,,,2
Soninke-5_answer-1-1,Soninke-5_answer-1,ɲímí,69,false,expert,hantganfc,,,,1
TogoKan-5_answer-1-1,TogoKan-5_answer-1,sá:,66,false,expert,hantganfc,,,,1
SonghaiSenni-5_answer-1-1,SonghaiSenni-5_answer-1,já:bê,4883,false,expert,hantganfc,,,,1
Fulfulde-5_answer-1-1,Fulfulde-5_answer-1,jaab-ude,4884,false,expert,hantganfc,,,,1
Fulfulde-6_armpit-1-1,Fulfulde-6_armpit-1,nawki,79,false,expert,hantganfc,,,,1
BozoHainyaxo-6_armpit-1-1,BozoHainyaxo-6_armpit-1,kabaatiⁿmɔ,77,false,expert,hantganfc,,,,1
BozoHainyaxo-6_armpit-1-2,BozoHainyaxo-6_armpit-1,kabaatiⁿmɔ,78,false,expert,hantganfc,,,,2
Bangime-6_armpit-1-1,Bangime-6_armpit-1,kō-m-pàà,38,false,expert,hantganfc,,,,1
Bangime-6_armpit-1-2,Bangime-6_armpit-1,kō-m-pàà,4905,false,expert,hantganfc,,,,2
Bangime-6_armpit-1-3,Bangime-6_armpit-1,kō-m-pàà,4906,false,expert,hantganfc,,,,3
Jenaama-6_armpit-1-1,Jenaama-6_armpit-1,kɛ̄lɛ̄mù,74,false,expert,hantganfc,,,,1
Jenaama-6_armpit-1-2,Jenaama-6_armpit-1,kɛ̄lɛ̄mù,78,false,expert,hantganfc,,,,2
TebulUre-6_armpit-1-1,TebulUre-6_armpit-1,kà-kàrá,73,false,expert,hantganfc,,,,1
TebulUre-6_armpit-1-2,TebulUre-6_armpit-1,kà-kàrá,73,false,expert,hantganfc,,,,2
ToroTegu-6_armpit-1-1,ToroTegu-6_armpit-1,ìr-kílá,84,false,expert,hantganfc,,,,1
ToroTegu-6_armpit-1-2,ToroTegu-6_armpit-1,ìr-kílá,72,false,expert,hantganfc,,,,2
BenTey-6_armpit-1-1,BenTey-6_armpit-1,àr-kɛ́lɛ̀,73,false,expert,hantganfc,,,,1
BenTey-6_armpit-1-2,BenTey-6_armpit-1,àr-kɛ́lɛ̀,74,false,expert,hantganfc,,,,2
BankanTey-6_armpit-1-1,BankanTey-6_armpit-1,ár-kɛ́ndɛ̀,73,false,expert,hantganfc,,,,1
BankanTey-6_armpit-1-2,BankanTey-6_armpit-1,ár-kɛ́ndɛ̀,74,false,expert,hantganfc,,,,2
Nanga-6_armpit-1-1,Nanga-6_armpit-1,ɛ̀rɛ̀-kɛ̀ndɛ̂,496,false,expert,hantganfc,,,,1
Nanga-6_armpit-1-2,Nanga-6_armpit-1,ɛ̀rɛ̀-kɛ̀ndɛ̂,74,false,expert,hantganfc,,,,2
PergeTegu-6_armpit-1-1,PergeTegu-6_armpit-1,kà-kàrá,73,false,expert,hantganfc,,,,1
PergeTegu-6_armpit-1-2,PergeTegu-6_armpit-1,kà-kàrá,73,false,expert,hantganfc,,,,2
Gourou-6_armpit-1-1,Gourou-6_armpit-1,kì-kàrá,72,false,expert,hantganfc,,,,1
Gourou-6_armpit-1-2,Gourou-6_armpit-1,kì-kàrá,73,false,expert,hantganfc,,,,2
TogoKan-6_armpit-1-1,TogoKan-6_armpit-1,kà-kàrá,73,false,expert,hantganfc,,,,1
TogoKan-6_armpit-1-2,TogoKan-6_armpit-1,kà-kàrá,73,false,expert,hantganfc,,,,2
YornoSo-6_armpit-1-1,YornoSo-6_armpit-1,kí-kárú,72,false,expert,hantganfc,,,,1
YornoSo-6_armpit-1-2,YornoSo-6_armpit-1,kí-kárú,73,false,expert,hantganfc,,,,2
TommoSo-6_armpit-1-1,TommoSo-6_armpit-1,ká-kárú,73,false,expert,hantganfc,,,,1
TommoSo-6_armpit-1-2,TommoSo-6_armpit-1,ká-kárú,73,false,expert,hantganfc,,,,2
DogulDom-6_armpit-1-1,DogulDom-6_armpit-1,kárà-kàrà,73,false,expert,hantganfc,,,,1
DogulDom-6_armpit-1-2,DogulDom-6_armpit-1,kárà-kàrà,73,false,expert,hantganfc,,,,2
YandaDom-6_armpit-1-1,YandaDom-6_armpit-1,kà-gádà,73,false,expert,hantganfc,,,,1
YandaDom-6_armpit-1-2,YandaDom-6_armpit-1,kà-gádà,73,false,expert,hantganfc,,,,2
BonduSo-6_armpit-1-1,BonduSo-6_armpit-1,kàkàrâ:-kùl,73,false,expert,hantganfc,,,,1
BonduSo-6_armpit-1-2,BonduSo-6_armpit-1,kàkàrâ:-kùl,73,false,expert,hantganfc,,,,2
BonduSo-6_armpit-1-3,BonduSo-6_armpit-1,kàkàrâ:-kùl,76,false,expert,hantganfc,,,,3
DonnoSo-6_armpit-1-1,DonnoSo-6_armpit-1,kárù-kàrù,73,false,expert,hantganfc,,,,1
DonnoSo-6_armpit-1-2,DonnoSo-6_armpit-1,kárù-kàrù,73,false,expert,hantganfc,,,,2
Jamsay-6_armpit-1-1,Jamsay-6_armpit-1,kì-kàrá,72,false,expert,hantganfc,,,,1
Jamsay-6_armpit-1-2,Jamsay-6_armpit-1,kì-kàrá,73,false,expert,hantganfc,,,,2
TomoKan-6_armpit-1-1,TomoKan-6_armpit-1,kì-kàrà,72,false,expert,hantganfc,,,,1
TomoKan-6_armpit-1-2,TomoKan-6_armpit-1,kì-kàrà,73,false,expert,hantganfc,,,,2
TiranigeDiga-6_armpit-1-1,TiranigeDiga-6_armpit-1,kàrà-kàrà,73,false,expert,hantganfc,,,,1
TiranigeDiga-6_armpit-1-2,TiranigeDiga-6_armpit-1,kàrà-kàrà,73,false,expert,hantganfc,,,,2
Mombo-6_armpit-1-1,Mombo-6_armpit-1,kárá-kárá_súgù,73,false,expert,hantganfc,,,,1
Mombo-6_armpit-1-2,Mombo-6_armpit-1,kárá-kárá_súgù,73,false,expert,hantganfc,,,,2
Mombo-6_armpit-1-3,Mombo-6_armpit-1,kárá-kárá_súgù,80,false,expert,hantganfc,,,,3
Penange-6_armpit-1-1,Penange-6_armpit-1,kàrà-kàrà,73,false,expert,hantganfc,,,,1
Penange-6_armpit-1-2,Penange-6_armpit-1,kàrà-kàrà,73,false,expert,hantganfc,,,,2
SonghaiKiini-6_armpit-1-1,SonghaiKiini-6_armpit-1,fát-ò,81,false,expert,hantganfc,,,,1
SonghaiKiini-6_armpit-1-2,SonghaiKiini-6_armpit-1,fát-ò,82,false,expert,hantganfc,,,,2
SonghaiSenni-6_armpit-1-1,SonghaiSenni-6_armpit-1,fàt-ò,81,false,expert,hantganfc,,,,1
SonghaiSenni-6_armpit-1-2,SonghaiSenni-6_armpit-1,fàt-ò,82,false,expert,hantganfc,,,,2
ToroSo-6_armpit-1-1,ToroSo-6_armpit-1,ká kárú,73,false,expert,hantganfc,,,,1
ToroSo-6_armpit-1-2,ToroSo-6_armpit-1,ká kárú,73,false,expert,hantganfc,,,,2
BonduSo-6_armpit-2-1,BonduSo-6_armpit-2,kárá kàrá,73,false,expert,hantganfc,,,,1
BonduSo-6_armpit-2-2,BonduSo-6_armpit-2,kárá kàrá,73,false,expert,hantganfc,,,,2
Bambara-6_armpit-1-1,Bambara-6_armpit-1,nàná,4121,false,expert,hantganfc,,,,1
Soninke-6_armpit-1-1,Soninke-6_armpit-1,héqqè,4904,false,expert,hantganfc,,,,1
Bangime-7_arrive-1-1,Bangime-7_arrive-1,twàà-rà,85,false,expert,hantganfc,,,,1
Bangime-7_arrive-1-2,Bangime-7_arrive-1,twàà-rà,86,false,expert,hantganfc,,,,2
