ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Concept_in_Source,Borrowing
TiranigeDiga-8_ash-1,185,TiranigeDiga,8_ash,dwɛ́:,dwɛ́:,d w ⁵/ɛː,,Hantgan2022,401,,,,,0
Penange-8_ash-1,186,Penange,8_ash,dwɛ̀:,dwɛ̀:,d w ¹/ɛː,,Hantgan2022,401,,,,,0
Bangime-8_ash-1,187,Bangime,8_ash,tùɥɛ̀,tùɥɛ̀,t ¹/u ɥ ¹/ɛ,,Hantgan2022,2326,,,,,116
Jenaama-8_ash-1,188,Jenaama,8_ash,síbō,síbō,s ⁵/i b ³/o,,Hantgan2022,2667,,,,,0
BozoKorondougounord-8_ash-1,189,BozoKorondougounord,8_ash,sibokuoⁿ,sibokuoⁿ,s i b o + k u õ,,Hantgan2022,2667,,,,,0
BozoKorondougousud-8_ash-1,190,BozoKorondougousud,8_ash,sobo,sobo,s o b o,,Hantgan2022,2667,,,,,0
SonghaiKiini-8_ash-1,191,SonghaiKiini,8_ash,bó:s-ú,bó:s-ú,b ⁵/oː s + ⁵/u,,Hantgan2022,3573,,,,,0
SonghaiSenni-8_ash-1,192,SonghaiSenni,8_ash,bó:s-ó,bó:s-ó,b ⁵/oː s + ⁵/o,,Hantgan2022,3573,,,,,0
BankanTey-8_ash-1,193,BankanTey,8_ash,dɔ̀yⁿɔ̌yⁿ,dɔ̀yⁿɔ̌yⁿ,d ¹/ɔ j̃ ¹⁵/ɔ + j̃,,Hantgan2022,354,,,,,0
Jamsay-8_ash-1,194,Jamsay,8_ash,dɔ̀yⁿɔ́,dɔ̀yⁿɔ́,d ¹/ɔ j̃ ⁵/ɔ,,Hantgan2022,368,,,,,116
Mombo-8_ash-1,195,Mombo,8_ash,dwɛ̂:,dwɛ̂:,d w ⁵¹/ɛː,,Hantgan2022,401,,,,,0
ToroSo-8_ash-1,196,ToroSo,8_ash,únɔ́,únɔ́,⁵/u n ⁵/ɔ,,Hantgan2022,432,,,,,0
ToroSo-8_ash-2,197,ToroSo,8_ash,púnɔ̀,púnɔ̀,p ⁵/u n ¹/ɔ,,Hantgan2022,432,,,,,0
BonduSo-8_ash-2,198,BonduSo,8_ash,dɔ̀ndɛ̀,dɔ̀ndɛ̀,d ¹/ɔ ⁿd ¹/ɛ,,Hantgan2022,368,,,,,116
Bambara-8_ash-1,199,Bambara,8_ash,kɔ̀rɔ́,kɔ̀rɔ́,k ¹/ɔ r ⁵/ɔ,,Hantgan2022,2659,,,,,0
SonghaiSenni-9_back-1,200,SonghaiSenni,9_back,bàndè,bàndè,b ¹/a ⁿd ¹/e,,Hantgan2022,3581,,,,,144
SonghaiKiini-9_back-1,201,SonghaiKiini,9_back,bandɛ̀,bandɛ̀,b a ⁿd ¹/ɛ,,Hantgan2022,3581,,,,,144
ToroTegu-9_back-1,202,ToroTegu,9_back,tùŋɔ́,tùŋɔ́,t ¹/u ŋ ⁵/ɔ,,Hantgan2022,467,,,,,0
BenTey-9_back-1,203,BenTey,9_back,tùlù-kɛ́lɛ̀,tùlù-kɛ́lɛ̀,t ¹/u l ¹/u + k ⁵/ɛ l ¹/ɛ,,Hantgan2022,461,,,,,0
BankanTey-9_back-1,204,BankanTey,9_back,"tùndú, tùndù kɛ́ndɛ̀",tùndú,t ¹/u ⁿd ⁵/u,,Hantgan2022,457,,,,,0
Nanga-9_back-1,205,Nanga,9_back,tùndù bìrⁿɛ́,tùndù-bìrⁿɛ́,t ¹/u ⁿd ¹/u + b ¹/i r̃ ⁵/ɛ,,Hantgan2022,457,,,,,0
PergeTegu-9_back-1,206,PergeTegu,9_back,tùr-kɛ́lɛ́,tùr-kɛ́lɛ́,t ¹/u r + k ⁵/ɛ l ⁵/ɛ,,Hantgan2022,461,,,,,0
Gourou-9_back-1,207,Gourou,9_back,gùn kɛ́nɛ́,gùn-kɛ́nɛ́,ɡ ¹/u n + k ⁵/ɛ n ⁵/ɛ,,Hantgan2022,474,,,,,0
TogoKan-9_back-1,208,TogoKan,9_back,dògò-kɛ́nɛ́,dògò-kɛ́nɛ́,d ¹/o ɡ ¹/o + k ⁵/ɛ n ⁵/ɛ,,Hantgan2022,474,,,,,0
YornoSo-9_back-1,209,YornoSo,9_back,ònɔ́,ònɔ́,¹/o n ⁵/ɔ,,Hantgan2022,467,,,,,0
TommoSo-9_back-1,210,TommoSo,9_back,ònnú,ònnú,¹/o n n ⁵/u,,Hantgan2022,467,,,,,0
DogulDom-9_back-1,211,DogulDom,9_back,ǹdɔ́-ŋ́ (ǹdɔ́ⁿ yà:),ǹdɔ́-ŋ́,ⁿd ⁵/ɔ ŋ,,Hantgan2022,467,,,,,0
TebulUre-9_back-1,212,TebulUre,9_back,kúndúgó,kúndú-gó,k ⁵/u ⁿd ⁵/u + ɡ ⁵/o,,Hantgan2022,500,,,,,0
YandaDom-9_back-1,213,YandaDom,9_back,tùnù,tùnù,t ¹/u n ¹/u,,Hantgan2022,467,,,,,0
BonduSo-9_back-1,214,BonduSo,9_back,bàndí-ŋgé,bàndí-ŋgé,b ¹/a ⁿd ⁵/i + ⁿɡ ⁵/e,,Hantgan2022,464,,,,,144
Bunoge-9_back-1,215,Bunoge,9_back,pùmbù,pùmbù,p ¹/u ⁿb ¹/u,,Hantgan2022,3623,,,,,144
DonnoSo-9_back-1,216,DonnoSo,9_back,ùnnú,ùnnú,¹/u n n ⁵/u,,Hantgan2022,467,,,,,0
Jamsay-9_back-1,217,Jamsay,9_back,"gǔn, gùn-cɛ́nɛ́",gǔn,ɡ ¹⁵/u + n,,Hantgan2022,449,,,,,141
TomoKan-9_back-1,218,TomoKan,9_back,dògòlò,dògòlò,d ¹/o ɡ ¹/o + l ¹/o,,Hantgan2022,511,,,,,0
TiranigeDiga-9_back-1,219,TiranigeDiga,9_back,túnú,túnú,t ⁵/u n ⁵/u,,Hantgan2022,467,,,,,0
Mombo-9_back-1,220,Mombo,9_back,túndú,túndú,t ⁵/u ⁿd ⁵/u,,Hantgan2022,457,,,,,0
Bangime-9_back-1,221,Bangime,9_back,ɡīìⁿ,ɡīìⁿ,ɡ ³¹/ĩ:,,Hantgan2022,2337,,,,,141
Fulfulde-9_back-1,222,Fulfulde,9_back,caggal,caggal,tʃ a ɡ ɡ + a l,,Hantgan2022,22,,,,,0
Penange-9_back-1,223,Penange,9_back,túndú,túndú,t ⁵/u ⁿd ⁵/u,,Hantgan2022,457,,,,,0
ToroSo-9_back-1,224,ToroSo,9_back,ònú,ònú,¹/o n ⁵/u,,Hantgan2022,467,,,,,0
ToroSo-9_back-2,225,ToroSo,9_back,dòɡò kínɛ́,dòɡò kínɛ́,d ¹/o ɡ ¹/o + k ⁵/i n ⁵/ɛ,,Hantgan2022,474,,,,,0
BonduSo-9_back-2,226,BonduSo,9_back,bàndíí,bàndíí,b ¹/a ⁿd ⁵/iː,,Hantgan2022,464,,,,,144
Bambara-9_back-1,227,Bambara,9_back,kírⁿí,kírⁿí,k ⁵/i r̃ ⁵/i,,Hantgan2022,2687,,,,,0
ToroTegu-10_bad-1,228,ToroTegu,10_bad,"mɔ̀sú, m̀bɔ̀sú",mɔ̀sú,m ¹/ɔ s ⁵/u,,Hantgan2022,522,,,,,0
BenTey-10_bad-1,229,BenTey,10_bad,mɔ̀sú,mɔ̀sú,m ¹/ɔ s ⁵/u,,Hantgan2022,522,,,,,0
BankanTey-10_bad-1,230,BankanTey,10_bad,m̀bɔ̀sú,m̀bɔ̀sú,ⁿb ¹/ɔ s ⁵/u,,Hantgan2022,522,,,,,0
Nanga-10_bad-1,231,Nanga,10_bad,"mɔ̀sí, gɔ̀mî",mɔ̀sí,m ¹/ɔ s ⁵/i,,Hantgan2022,522,,,,,0
Jamsay-10_bad-1,232,Jamsay,10_bad,mɔ̀ɲú,mɔ̀ɲú,m ¹/ɔ ɲ ⁵/u,,Hantgan2022,568,,,,,179
YornoSo-10_bad-1,233,YornoSo,10_bad,"mɔ̀ɲú, sálá",mɔ̀ɲú,m ¹/ɔ ɲ ⁵/u,,Hantgan2022,568,,,,,179
TommoSo-10_bad-1,234,TommoSo,10_bad,"pàdíɛ́, sálá, yámú",pàdíɛ́,p ¹/a d ⁵/i + ⁵/ɛ,,Hantgan2022,563,,,,,0
DogulDom-10_bad-1,235,DogulDom,10_bad,sálá,sálá,s ⁵/a l ⁵/a,,Hantgan2022,557,,,,,0
TebulUre-10_bad-1,236,TebulUre,10_bad,sàm-gɔ́,sàm-gɔ́,s ¹/a m + ɡ ⁵/ɔ,,Hantgan2022,592,,,,,0
YandaDom-10_bad-1,237,YandaDom,10_bad,gɔ̀mɔ̀,gɔ̀mɔ̀,ɡ ¹/ɔ m ¹/ɔ,,Hantgan2022,542,,,,,0
BonduSo-10_bad-1,238,BonduSo,10_bad,nɛ̀:ndɛ́:,nɛ̀:ndɛ́:,n ¹/ɛː ⁿd ⁵/ɛː,,Hantgan2022,534,,,,,166
Bunoge-10_bad-1,239,Bunoge,10_bad,ɲàmì,ɲàmì,ɲ ¹/a m ¹/i,,Hantgan2022,534,,,,,166
DonnoSo-10_bad-1,240,DonnoSo,10_bad,pà:dɛ̂:,pà:dɛ̂:,p ¹/aː d ⁵¹/ɛː,,Hantgan2022,563,,,,,0
TiranigeDiga-10_bad-1,241,TiranigeDiga,10_bad,mɔ́:-ná,mɔ́:ná,m ɔː n ⁵/a,,Hantgan2022,568,,,,,179
Mombo-10_bad-1,242,Mombo,10_bad,yá:lá,yá:lá,j ⁵/aː l ⁵/a,,Hantgan2022,557,,,,,0
Penange-10_bad-1,243,Penange,10_bad,"ɲàm, pɔ́:lɔ́ wǒl-gà",ɲàm,ɲ ¹/a m,,Hantgan2022,534,,,,,166
PergeTegu-10_bad-1,244,PergeTegu,10_bad,gáw,mɔ̀sú,m ¹/ɔ s ⁵/u,,Hantgan2022,522,,,,,0
TogoKan-10_bad-1,245,TogoKan,10_bad,kàⁿ-hwéléⁿ,mɔ̀ɲú,m ¹/ɔ ɲ ⁵/u,,Hantgan2022,568,,,,,179
BozoDebo-10_bad-1,246,BozoDebo,10_bad,ɲɛⁿ,ɲɛⁿ,ɲ ɛ̃,,Hantgan2022,2723,,,,,166
BozoHainyaxo-10_bad-1,247,BozoHainyaxo,10_bad,ndaⁿmɛⁿ,ndaⁿmɛⁿ,ⁿd ã m ɛ̃,,Hantgan2022,2726,,,,,0
BozoKorondougounord-10_bad-1,248,BozoKorondougounord,10_bad,ɲɛⁿma,ɲɛⁿma,ɲ ɛ̃ m a,,Hantgan2022,2723,,,,,166
BozoKorondougousud-10_bad-1,249,BozoKorondougousud,10_bad,ɲiⁿiⁿ,ɲiⁿiⁿ,ɲ ĩ:,,Hantgan2022,2723,,,,,166
BozoKotya-10_bad-1,250,BozoKotya,10_bad,ɲiⁿiⁿ,ɲiⁿiⁿ,ɲ ĩ:,,Hantgan2022,2723,,,,,166
BozoPondorisud-10_bad-1,251,BozoPondorisud,10_bad,ɲiⁿiⁿ,ɲiⁿiⁿ,ɲ ĩ:,,Hantgan2022,2723,,,,,166
BozoTieyaxo-10_bad-1,252,BozoTieyaxo,10_bad,ɲiⁿŋaⁿ,ɲiⁿŋaⁿ,ɲ ĩ ŋ ã,,Hantgan2022,2740,,,,,179
BozoTiemaCewe-10_bad-1,253,BozoTiemaCewe,10_bad,boⁿno,boⁿno,b õ n o,,Hantgan2022,2729,,,,,173
Bambara-10_bad-1,254,Bambara,10_bad,júgúmáⁿ,júgúmáⁿ,dʒ ⁵/u ɡ ⁵/u + m ⁵/ã,,Hantgan2022,2721,,,,,0
Bangime-10_bad-1,255,Bangime,10_bad,jáŋɡā,jáŋɡā,j ⁵/a + ⁿɡ ³/a,,Hantgan2022,2347,,,,,0
Fulfulde-10_bad-1,256,Fulfulde,10_bad,bonnde,bon-nde,b o n + ⁿd e,,Hantgan2022,33,,,,,173
Jenaama-10_bad-1,257,Jenaama,10_bad,ɲɔ̄ŋɔ̄ (1),ɲɔ̄ŋɔ̄,ɲ ³/ɔ ŋ ³/ɔ,,Hantgan2022,2740,,,,,179
SonghaiKiini-10_bad-1,258,SonghaiKiini,10_bad,bɔ̀nɛ́,bɔ̀nɛ́,b ¹/ɔ n ⁵/ɛ,,Hantgan2022,3595,,,,,173
SonghaiSenni-10_bad-1,259,SonghaiSenni,10_bad,bòné-fùtù,bòné-fùtù,b ¹/o n ⁵/e + f ¹/u t ¹/u,,Hantgan2022,3595,,,,,173
Bambara-10_bad-2,260,Bambara,10_bad,fáríⁿ,fáríⁿ,f ⁵/a r ⁵/ĩ,,Hantgan2022,2747,,,,,0
Soninke-10_bad-1,261,Soninke,10_bad,bùrê,bùrê,b ¹/u r ⁵¹/e,,Hantgan2022,2747,,,,,0
BonduSo-10_bad-2,262,BonduSo,10_bad,nɛ̀ːndɛ́ː,nɛ̀ːndɛ́ː,n ¹/ɛː ⁿd ⁵/ɛː,,Hantgan2022,534,,,,,166
Bangime-11_bark-1,263,Bangime,11_bark,kūɥɛ̀ (1),kūɥɛ̀,k ³/u ɥ ¹/ɛ,,Hantgan2022,2360,,,,,191
Fulfulde-11_bark-1,264,Fulfulde,11_bark,koɓolal,koɓolal,k o ɓ o l + a l,,Hantgan2022,42,,,,,191
Jenaama-11_bark-1,265,Jenaama,11_bark,jùgù-wógō,jùgù-wógō,dʒ ¹/u ɡ ¹/u + w ⁵/o ɡ ³/o,,Hantgan2022,2780,,,,,0
ToroTegu-11_bark-1,266,ToroTegu,11_bark,"kǒw, tìwⁿá kôw",kǒw,k ¹⁵/o w,,Hantgan2022,650,,,,,0
BenTey-11_bark-1,267,BenTey,11_bark,"kù-kòmbî: ~ kì-kòmbî:, kòmbî:",kù-kòmbî:,k ¹/u + k ¹/o ⁿb ⁵¹/iː,,Hantgan2022,601,,,,,0
BankanTey-11_bark-1,268,BankanTey,11_bark,"tùndú, kò-kòmbû:",tùndú,t ¹/u ⁿd ⁵/u,,Hantgan2022,598,,,,,0
Nanga-11_bark-1,269,Nanga,11_bark,"tùmà-pô:, tùmà-[kò-kòmbí]",tùmà-pô:,t ¹/u m ¹/a + p ⁵¹/oː,,Hantgan2022,645,,,,,0
PergeTegu-11_bark-1,270,PergeTegu,11_bark,gɛ̂:ⁿ,gɛ̂:ⁿ,ɡ ⁵¹/ɛ̃ː,,Hantgan2022,650,,,,,0
Gourou-11_bark-1,271,Gourou,11_bark,zǎyⁿ,zǎyⁿ,z ¹⁵/a + j̃,,Hantgan2022,637,,,,,0
TogoKan-11_bark-1,272,TogoKan,11_bark,kòkǒ:,kòkǒ:,k ¹/o + k ¹⁵/oː,,Hantgan2022,601,,,,,0
TommoSo-11_bark-1,273,TommoSo,11_bark,"jóyⁿ, kó-kóbú",jóyⁿ,dʒ ⁵/o + j̃,,Hantgan2022,637,,,,,0
DogulDom-11_bark-1,274,DogulDom,11_bark,kìŋìnɔ̀ kɔ̀mùnú,kìŋìnɔ̀_kɔ̀mùnú,k ¹/i ŋ ¹/i n ¹/ɔ + k ¹/ɔ m ¹/u n ⁵/u,,Hantgan2022,634,,,,,0
TebulUre-11_bark-1,275,TebulUre,11_bark,kóbé,kóbé,k ⁵/o b ⁵/e,,Hantgan2022,597,,,,,191
YandaDom-11_bark-1,276,YandaDom,11_bark,tìmè-sábú,tìmè-sábú,t ¹/i m ¹/e + s ⁵/a b ⁵/u,,Hantgan2022,645,,,,,0
Ampari-11_bark-1,277,Ampari,11_bark,òwá (òwá gè),òwá,¹/o w ⁵/a,,Hantgan2022,594,,,,,0
Bunoge-11_bark-1,278,Bunoge,11_bark,"kòbàlì, tìlìŋgé-kòbálì",kòbàlì,k ¹/o b ¹/a + l ¹/i,,Hantgan2022,597,,,,,191
DonnoSo-11_bark-1,279,DonnoSo,11_bark,kòmbě:,kòmbě:,k ¹/o ⁿb ¹⁵/eː,,Hantgan2022,597,,,,,191
Jamsay-11_bark-1,280,Jamsay,11_bark,"kǒw, jêy, jǎyⁿ",jêy,dʒ ⁵¹/e + j,,Hantgan2022,637,,,,,0
TiranigeDiga-11_bark-1,281,TiranigeDiga,11_bark,kóy,kóy,k ⁵/o + j,,Hantgan2022,650,,,,,0
Mombo-11_bark-1,282,Mombo,11_bark,kòmbòlí,kòmbòlí,k ¹/o ⁿb ¹/o + l ⁵/i,,Hantgan2022,597,,,,,191
Penange-11_bark-1,283,Penange,11_bark,témbú,témbú,t ⁵/e ⁿb ⁵/u,,Hantgan2022,598,,,,,0
TomoKan-11_bark-1,284,TomoKan,11_bark,kú,kú,k ⁵/u,,Hantgan2022,650,,,,,0
Bambara-11_bark-1,285,Bambara,11_bark,ŋɔ̀mɔ́,ŋɔ̀mɔ́,ŋ ¹/ɔ m ⁵/ɔ,,Hantgan2022,2751,,,,,0
BozoDebo-11_bark-1,286,BozoDebo,11_bark,gogo,gogo,ɡ o ɡ o,,Hantgan2022,2753,,,,,191
BozoHainyaxo-11_bark-1,287,BozoHainyaxo,11_bark,woloho,woloho,w o l o + h o,,Hantgan2022,2759,,,,,0
BozoKorondougounord-11_bark-1,288,BozoKorondougounord,11_bark,gogo,gogo,ɡ o ɡ o,,Hantgan2022,2753,,,,,191
BozoKorondougousud-11_bark-1,289,BozoKorondougousud,11_bark,gogo,gogo,ɡ o ɡ o,,Hantgan2022,2753,,,,,191
BozoKotya-11_bark-1,290,BozoKotya,11_bark,gogo,gogo,ɡ o ɡ o,,Hantgan2022,2753,,,,,191
BozoPondorinord-11_bark-1,291,BozoPondorinord,11_bark,gogo,gogo,ɡ o ɡ o,,Hantgan2022,2753,,,,,191
BozoPondorisud-11_bark-1,292,BozoPondorisud,11_bark,gofo,gofo,ɡ o f o,,Hantgan2022,2753,,,,,191
BozoTieyaxo-11_bark-1,293,BozoTieyaxo,11_bark,gɔlɔ,gɔlɔ,ɡ ɔ l ɔ,,Hantgan2022,2753,,,,,191
BozoTiemaCewe-11_bark-1,294,BozoTiemaCewe,11_bark,guro,guro,ɡ u r o,,Hantgan2022,2753,,,,,191
SonghaiSenni-11_bark-1,295,SonghaiSenni,11_bark,kópt-ò,kópt-ò,k ⁵/o p t + ¹/o,,Hantgan2022,3611,,,,,0
Bambara-11_bark-2,296,Bambara,11_bark,jírífárá,jírífárá,dʒ ⁵/i r ⁵/i + f ⁵/a r ⁵/a,,Hantgan2022,2794,,,,,0
Soninke-11_bark-1,297,Soninke,11_bark,kórómè,kórómè,k ⁵/o r ⁵/o + m ¹/e,,Hantgan2022,2753,,,,,191
ToroSo-11_bark-1,298,ToroSo,11_bark,yóórú,yóórú,j ⁵/oː r ⁵/u,,Hantgan2022,669,,,,,0
BonduSo-11_bark-1,299,BonduSo,11_bark,kómí-lòŋ,kómí-lòŋ,k ⁵/o m ⁵/i + l ¹/o ŋ,,Hantgan2022,603,,,,,0
Penange-12_bealive-1,300,Penange,12_bealive,[ɲàŋgù ní] bò,ɲàŋgù-ní_bò,ɲ ¹/a ⁿɡ ¹/u + n ⁵/i + b ¹/o,,Hantgan2022,712,,,,,0
TomoKan-12_bealive-1,301,TomoKan,12_bealive,cìnìhú:ⁿ yɔ́ wɔ́,cìnìhú:ⁿ-yɔ́_wɔ́,tʃ ¹/i n ¹/i h ∼⁵/ũ: + j ⁵/ɔ + w ⁵/ɔ,,Hantgan2022,741,,,,,0
Mombo-12_bealive-1,302,Mombo,12_bealive,ɲáŋgù ndò ò-bó,ɲáŋgù-ndò_ò-bó,ɲ ⁵/a + ⁿɡ ¹/u + ⁿd ¹/o + ¹/o + b ⁵/o,,Hantgan2022,728,,,,,0
Jamsay-12_bealive-1,303,Jamsay,12_bealive,yɛ́ yìné,yɛ́_yìné,j ⁵/ɛ + j ¹/i n ⁵/e,,Hantgan2022,723,,,,,0
BonduSo-12_bealive-1,304,BonduSo,12_bealive,[kínjàn mà] bò,kínjàn-mà_bò,k ⁵/i ⁿdʒ ¹/a m ¹/a + b ¹/o,,Hantgan2022,695,,,,,0
Bunoge-12_bealive-1,305,Bunoge,12_bealive,[ɲàŋgò ndó] bò,ɲàŋgò-ndó_bò,ɲ ¹/a ⁿɡ ¹/o + ⁿd ⁵/o + b ¹/o,,Hantgan2022,712,,,,,0
Nanga-12_bealive-1,306,Nanga,12_bealive,[úmá ŋá] bě:,úmá-ŋá_bě:,⁵/u m ⁵/a + ŋ ⁵/a + b ¹⁵/eː,,Hantgan2022,730,,,,,0
YornoSo-12_bealive-1,307,YornoSo,12_bealive,"ɔ́:ⁿ, yìwⁿɛ̌-n",yìwⁿɛ̌-n,j ¹/i w̃ ¹⁵/ɛ + n,,Hantgan2022,751,,,,,0
TommoSo-12_bealive-1,308,TommoSo,12_bealive,"kɔ̂, nínnɛ́, yìmɛ̀-lí, úmɔ́",nínnɛ́,n ⁵/i n n ⁵/ɛ,,Hantgan2022,717,,,,,0
DogulDom-12_bealive-1,309,DogulDom,12_bealive,nìnné,nìnné,n ¹/i n n ⁵/e,,Hantgan2022,717,,,,,0
BankanTey-12_bealive-1,310,BankanTey,12_bealive,yá wú:rà kàŋ sò,yá_wú:rà-kàŋ_sò,j ⁵/a + w ⁵/uː r ¹/a + k ¹/a ŋ + s ¹/o,,Hantgan2022,690,,,,,0
ToroTegu-12_bealive-1,311,ToroTegu,12_bealive,àrⁿá,bǎyⁿ,b ¹⁵/a ∼/j,,Hantgan2022,745,,,,,0
Bangime-12_bealive-1,312,Bangime,12_bealive,bɔ̄n-dɔ̀,bɔ̄n-dɔ̀,b ³/ɔ n + d ¹/ɔ,,Hantgan2022,2375,,,,,0
Fulfulde-12_bealive-1,313,Fulfulde,12_bealive,wuurude,wuur-ude,w uː r + u d e,,Hantgan2022,62,,,,,0
BozoDebo-12_bealive-1,314,BozoDebo,12_bealive,bira,bira,b i r a,,Hantgan2022,2797,,,,,0
BozoKorondougounord-12_bealive-1,315,BozoKorondougounord,12_bealive,bilaⁿ,bilaⁿ,b i l ã,,Hantgan2022,2797,,,,,0
BozoKorondougousud-12_bealive-1,316,BozoKorondougousud,12_bealive,bila,bila,b i l a,,Hantgan2022,2797,,,,,0
BozoKotya-12_bealive-1,317,BozoKotya,12_bealive,bila,bila,b i l a,,Hantgan2022,2797,,,,,0
BozoPondorinord-12_bealive-1,318,BozoPondorinord,12_bealive,bira,bira,b i r a,,Hantgan2022,2797,,,,,0
BozoPondorisud-12_bealive-1,319,BozoPondorisud,12_bealive,bira,bira,b i r a,,Hantgan2022,2797,,,,,0
BozoTieyaxo-12_bealive-1,320,BozoTieyaxo,12_bealive,bilaⁿ,bilaⁿ,b i l ã,,Hantgan2022,2797,,,,,0
BozoTiemaCewe-12_bealive-1,321,BozoTiemaCewe,12_bealive,bira,bira,b i r a,,Hantgan2022,2797,,,,,0
Jenaama-12_bealive-1,322,Jenaama,12_bealive,bílá-nà,bílá-nà,b ⁵/i l ⁵/a + n ¹/a,,Hantgan2022,2797,,,,,0
SonghaiSenni-12_bealive-1,323,SonghaiSenni,12_bealive,húná,húná,h ⁵/u n ⁵/a,,Hantgan2022,3625,,,,,0
SonghaiKiini-12_bealive-1,324,SonghaiKiini,12_bealive,húná,húná,h ⁵/u n ⁵/a,,Hantgan2022,3625,,,,,0
SonghaiSenni-13_beard-1,325,SonghaiSenni,13_beard,kà:bè,kà:bè,k ¹/aː b ¹/e,,Hantgan2022,3638,,,,,0
Mombo-13_beard-1,326,Mombo,13_beard,bé:ⁿ kùlɛ̀,bé:ⁿ_kùlɛ̀,b ⁵/ẽː + k ¹/u l ¹/ɛ,,Hantgan2022,765,,,,,0
DonnoSo-13_beard-1,327,DonnoSo,13_beard,bɛ̀:-kèŋgèlé,bɛ̀:_kèŋgèlé,b ¹/ɛː + k ¹/e + ⁿɡ ¹/e + l ⁵/e,,Hantgan2022,796,,,,,0
Jamsay-13_beard-1,328,Jamsay,13_beard,bɛ̀w kúrɔ́,bɛ̀w_kúrɔ́,b ¹/ɛ w + k ⁵/u r ⁵/ɔ,,Hantgan2022,765,,,,,0
TomoKan-13_beard-1,329,TomoKan,13_beard,byà:,byà:,b j ¹/aː,,Hantgan2022,829,,,,,0
Penange-13_beard-1,330,Penange,13_beard,dɔ́mjɔ́-kùlɛ̀,dɔ́mjɔ́-kùlɛ̀,d ⁵/ɔ̃ dʒ ⁵/ɔ + k ¹/u l ¹/ɛ,,Hantgan2022,791,,,,,0
TebulUre-13_beard-1,331,TebulUre,13_beard,bèyà:-kúlà,bèyà:-kúlà,b ¹/e j ¹/aː + k ⁵/u l ¹/a,,Hantgan2022,765,,,,,0
TogoKan-13_beard-1,332,TogoKan,13_beard,bɛ̌,bɛ̌,b ¹⁵/ɛ,,Hantgan2022,759,,,,,0
YornoSo-13_beard-1,333,YornoSo,13_beard,bɛ̌:,bɛ̌:,b ¹⁵/ɛː,,Hantgan2022,759,,,,,0
DogulDom-13_beard-1,334,DogulDom,13_beard,bɛ̂:ⁿ,bɛ̂:ⁿ,b ⁵¹/ɛ̃ː,,Hantgan2022,759,,,,,0
BonduSo-13_beard-1,335,BonduSo,13_beard,bɛ̂:-ŋgò,bɛ̂:-ŋgò,b ⁵¹/ɛː + ⁿɡ ¹/o,,Hantgan2022,765,,,,,0
Nanga-13_beard-1,336,Nanga,13_beard,bɛ̀-bɛ᷈:,bɛ̀-bɛ᷈:,b ¹/ɛ + b ¹⁵¹/ɛː,,Hantgan2022,759,,,,,0
PergeTegu-13_beard-1,337,PergeTegu,13_beard,bɛ̀-bɛ̌w,bɛ̀-bɛ̌w,b ¹/ɛ + b ¹⁵/ɛ + w,,Hantgan2022,759,,,,,0
TommoSo-13_beard-1,338,TommoSo,13_beard,bɛ̀ɛ́,bɛ̀ɛ́,b ¹⁵/ɛː,,Hantgan2022,759,,,,,0
BenTey-13_beard-1,339,BenTey,13_beard,bɛ᷈yⁿ,bɛ᷈yⁿ,b ɛ̃ + j̃,,Hantgan2022,759,,,,,0
YandaDom-13_beard-1,340,YandaDom,13_beard,bìyà-kùlà,bìyà-kùlà,b ¹/i j ¹/a + k ¹/u l ¹/a,,Hantgan2022,765,,,,,0
Bunoge-13_beard-1,341,Bunoge,13_beard,ʔɔ̀ndɔ́-kùlɛ̀,ʔɔ̀ndɔ́-kùlɛ̀,ʔ ¹/ɔ̃ d ⁵/ɔ + k ¹/u l ¹/ɛ,,Hantgan2022,791,,,,,0
Bangime-13_beard-1,342,Bangime,13_beard,sèmbò,sèmbò,s ¹/e ⁿb ¹/o,,Hantgan2022,2387,,,,,251
Fulfulde-13_beard-1,343,Fulfulde,13_beard,waare,waare,w aː r e,,Hantgan2022,75,,,,,0
Jenaama-13_beard-1,344,Jenaama,13_beard,ʃìmbò-cí,ʃìmbò-cí,ʃ ¹/i ⁿb ¹/o + tʃ ⁵/i,,Hantgan2022,2832,,,,,251
TiranigeDiga-13_beard-1,345,TiranigeDiga,13_beard,dǎ:,yéná kùlèŋgé,j ⁵/e n ⁵/a + k ¹/u l ¹/e + ⁿɡ ⁵/e,,Hantgan2022,821,,,,,0
BankanTey-13_beard-1,346,BankanTey,13_beard,bɛ᷈yⁿ,bɛ᷈yⁿ,b ɛ̃ + j̃,,Hantgan2022,759,,,,,0
ToroTegu-13_beard-1,347,ToroTegu,13_beard,wélú,bɛ̌w,b ¹⁵/ɛ + w,,Hantgan2022,759,,,,,0
BozoDebo-13_beard-1,348,BozoDebo,13_beard,sɛⁿbotii,sɛⁿbotii,s ɛ̃ b o + t iː,,Hantgan2022,2832,,,,,251
BozoKorondougounord-13_beard-1,349,BozoKorondougounord,13_beard,sɛⁿbotii,sɛⁿbotii,s ɛ̃ b o + t iː,,Hantgan2022,2832,,,,,251
BozoKorondougousud-13_beard-1,350,BozoKorondougousud,13_beard,suⁿbuti,suⁿbuti,s ũ b u + t i,,Hantgan2022,2832,,,,,251
