ID	DOCULECT	CONCEPT	CONCEPT_FRENCH	FAMILY	SUBGROUP	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	STRATUM
2784	DonnoSo	FEAR (BE AFRAID)		Dogon	South-Eastern_Dogon	níɲɲ-ɛ̀:-	níɲɲ-ɛ̀:	n ⁵/i ɲ ɲ + ¹/ɛː	679	1383 1384	0	
2785	TiranigeDiga	FEAR (BE AFRAID)		Dogon	South-Western_Dogon	yó:ní-yó	yó:ní-yó	j ⁵/oː n ⁵/i + j ⁵/o	683	1392 1380	0	
2786	Mombo	FEAR (BE AFRAID)		Dogon	South-Western_Dogon	ní:wɔ́ ní:wɛ̀ // ní:wè, ní:wɛ̀	ní:wɔ́_ní:wɛ̀	n ⁵/iː w ⁵/ɔ + n ⁵/iː w ¹/ɛ	681	1387 1382	0	
2787	Penange	FEAR (BE AFRAID)		Dogon	South-Western_Dogon	ní:gɛ̀	ní:gɛ̀	n ⁵/iː ɡ ¹/ɛ	682	1388	0	
2788	BozoDebo	FEAR (BE AFRAID)		Mande	Soninke-Bozo	kwaⁿaⁿ	kwaⁿaⁿ	k w ∼/ãː	2792	1381	0	
2789	BozoHainyaxo	FEAR (BE AFRAID)		Mande	Soninke-Bozo	koⁿnoⁿ	koⁿnoⁿ	k õ n õ	2793	1381	0	
2790	BozoKorondougounord	FEAR (BE AFRAID)		Mande	Soninke-Bozo	kwaⁿaⁿ	kwaⁿaⁿ	k w ∼/ãː	2792	1381	0	
2791	BozoKorondougousud	FEAR (BE AFRAID)		Mande	Soninke-Bozo	kwaⁿaⁿ	kwaⁿaⁿ	k w ∼/ãː	2792	1381	0	
2792	BozoKotya	FEAR (BE AFRAID)		Mande	Soninke-Bozo	kwaⁿaⁿ	kwaⁿaⁿ	k w ∼/ãː	2792	1381	0	
2793	BozoPondorinord	FEAR (BE AFRAID)		Mande	Soninke-Bozo	kwaⁿaⁿ	kwaⁿaⁿ	k w ∼/ãː	2792	1381	0	
2794	BozoPondorisud	FEAR (BE AFRAID)		Mande	Soninke-Bozo	kwaⁿ	kwaⁿ	k w ã	2792	1381	0	
2795	BozoTieyaxo	FEAR (BE AFRAID)		Mande	Soninke-Bozo	kwɔⁿnaⁿ	kwɔⁿnaⁿ	k w ɔ̃ n ã	2792	1381	0	
2796	BozoTiemaCewe	FEAR (BE AFRAID)		Mande	Soninke-Bozo	koⁿra	koⁿra	k õ r a	2791	1381	0	
2797	Soninke	FEAR (BE AFRAID)		Mande	Soninke-Bozo	kànnê	kànnê	k ¹/a n n ⁵¹/e	2793	1396	0	
2798	ToroSo	FEAR (BE AFRAID)		Dogon	South-Eastern_Dogon	lìyè móy	lìyè móy	l ¹/i j ¹/e + m ⁵/o j	684	1379 1393	0	
2799	BonduSo	FEAR (BE AFRAID)		Dogon	North-Western_Dogon	íbí-nà-n	íbí-nà-n	⁵/i b ⁵/i + n ¹/a + n	677	1378 1394 1395	0	
2800	SonghaiSenni	FEAR (FRIGHT)		Songhai	Eastern_Songhai	hámbúrú-kúbéy	hámbúrú-kúbéy	h ⁵/a ⁿb ⁵/u r ⁵/u + k ⁵/u b ⁵/e j	3616	1408 1409	0	
2801	ToroTegu	FEAR (FRIGHT)		Dogon	North-Eastern_Dogon	líwá	líwá	l ⁵/i w ⁵/a	686	1401	0	
2802	BenTey	FEAR (FRIGHT)		Dogon	North-Eastern_Dogon	ùwǎw	ùwǎw	¹/u w ¹⁵/a w	686	1397	0	
2803	BankanTey	FEAR (FRIGHT)		Dogon	North-Eastern_Dogon	wⁿǎn, kǒ:	wⁿǎn	∼/w̃ ¹⁵/a n	685	1397	0	
2804	Nanga	FEAR (FRIGHT)		Dogon	North-Eastern_Dogon	ùwá	ùwá	¹/u w ⁵/a	686	1397	0	
2805	PergeTegu	FEAR (FRIGHT)		Dogon	North-Eastern_Dogon	lɛ̀-lɛ̌:	lɛ̀-lɛ̌:	l ¹/ɛ + l ¹⁵/ɛː	691	1401 1407	0	
2806	Gourou	FEAR (FRIGHT)		Dogon	North-Eastern_Dogon	lì-lɛ̌:	lì-lɛ̌:	l ¹/i + l ¹⁵/ɛː	691	1401 1407	0	
2807	TogoKan	FEAR (FRIGHT)		Dogon	South-Eastern_Dogon	lìwɛ́	lìwɛ́	l ¹/i w ⁵/ɛ	686	1401	0	
2808	YornoSo	FEAR (FRIGHT)		Dogon	North-Western_Dogon	lì-lɛ̌:, lɛ̂:	lì-lɛ̌:	l ¹/i + l ¹⁵/ɛː	691	1401 1407	0	
2809	TommoSo	FEAR (FRIGHT)		Dogon	South-Eastern_Dogon	níyɛ́	níyɛ́	n ⁵/i j ⁵/ɛ	692	1401	0	
2810	DogulDom	FEAR (FRIGHT)		Dogon	South-Western_Dogon	ú:g-ì:-g	ú:g-ì:g	⁵/uː ɡ + ¹/iː + ɡ	688	1402 1403	0	
2811	TebulUre	FEAR (FRIGHT)		Dogon	North-Western_Dogon	íríyá:, cɛ̀ndɛ̀-pÂy	íríyá:	⁵/i r ⁵/i + j ⁵/aː	693	1410 1411	0	
2812	YandaDom	FEAR (FRIGHT)		Dogon	North-Western_Dogon	íbɛ̀	íbɛ̀	⁵/i b ¹/ɛ	696	1402	0	
2813	BonduSo	FEAR (FRIGHT)		Dogon	North-Western_Dogon	ìbìnà-ŋgó, ìbà-ŋgó	ìbìnà-ŋgó	¹/i b ¹/i n ¹/a + ⁿɡ ⁵/o	687	1398 1399	0	
2814	Bunoge	FEAR (FRIGHT)		Dogon	South-Western_Dogon	dìwɔ̀	dìwɔ̀	d ¹/i w ¹/ɔ	686	1401	0	
2815	DonnoSo	FEAR (FRIGHT)		Dogon	South-Eastern_Dogon	níɲɲ-ɛ̀:-dù	níɲɲ-ɛ̀:dù	n ⁵/i ɲ ɲ + ¹/ɛː d ¹/u	689	1404 1405	0	
2816	Mombo	FEAR (FRIGHT)		Dogon	South-Western_Dogon	níwɔ́	níwɔ́	n ⁵/i w ⁵/ɔ	686	1401	0	
2817	Penange	FEAR (FRIGHT)		Dogon	South-Western_Dogon	ní:gɔ́	ní:gɔ́	n ⁵/iː ɡ ⁵/ɔ	692	1401	0	
2818	Fulfulde	FEAR (FRIGHT)		Atlantic	North-Central_Atlantic	hulde	hulde	h u l + d e	57	1406	0	
2819	Jamsay	FEAR (FRIGHT)		Dogon	North-Eastern_Dogon	lì-lɛ̌:	lì-lɛ̌:	l ¹/i + l ¹⁵/ɛː	691	1401 1407	0	
2820	TiranigeDiga	FEAR (FRIGHT)		Dogon	South-Western_Dogon	yó:ní-yó	yó:ní-yó	j ⁵/oː n ⁵/i + j ⁵/o	694	1412 1411	0	
2821	BozoKorondougounord	FEAR (FRIGHT)		Mande	Soninke-Bozo	tabakeⁿde	tabakeⁿde	t a b a k ẽ + d e	2795	1400	0	
2822	Fulfulde	FIGHT		Atlantic	North-Central_Atlantic	haɓude	haɓ-ude	h a ɓ + u d e	58	1421 1422	0	
2823	Jenaama	FIGHT		Mande	Soninke-Bozo	kɛ̄lɛ̄	kɛ̄lɛ̄	k ³/ɛ l ³/ɛ	2796	1413	2284	
2824	Bangime	FIGHT		Isolate	Isolate	kóré	kóré	k ⁵/o r ⁵/e	2376	130	2284	
2825	BankanTey	FIGHT		Dogon	North-Eastern_Dogon	zàyá	zàyá	z ¹/a + j ⁵/a	697	1414 1415	0	
2826	BenTey	FIGHT		Dogon	North-Eastern_Dogon	jàyá	jàyá	dʒ ¹/a + j ⁵/a	697	1416 1415	0	
2827	Bunoge	FIGHT		Dogon	South-Western_Dogon	ɲɔ́ŋɛ̀	ɲɔ́ŋɛ̀	ɲ ⁵/ɔ ŋ ¹/ɛ	699	1419	0	
2828	DogulDom	FIGHT		Dogon	South-Western_Dogon	jà:l-yé	jà:l-yé	dʒ ¹/aː l + j ⁵/e	697	1416 1415	0	
2829	BonduSo	FIGHT		Dogon	North-Western_Dogon	já:ŋí-y	já:ŋí-y	dʒ ⁵/aː ŋ ⁵/i + j	698	1417 1418	0	
2830	Nanga	FIGHT		Dogon	North-Eastern_Dogon	jòríyé	jòrí-yé	dʒ ¹/o r ⁵/i + j ⁵/e	697	1417 1415	0	
2831	TebulUre	FIGHT		Dogon	North-Western_Dogon	zèjí	zèjí	z ¹/e + dʒ ⁵/i	703	1414 1416	0	
2832	TogoKan	FIGHT		Dogon	South-Eastern_Dogon	jày-î:	jày-î:	dʒ ¹/a + j ⁵¹/iː	697	1416 1415	0	
2833	TommoSo	FIGHT		Dogon	South-Eastern_Dogon	jàwí-yɛ́	jàwí-yɛ́	dʒ ¹/a w ⁵/i + j ⁵/ɛ	697	1416 1415	0	
2834	ToroTegu	FIGHT		Dogon	North-Eastern_Dogon	zɔ̌ŋ	zɔ̌ŋ	z ¹⁵/ɔ ŋ	704	1426	0	
2835	YandaDom	FIGHT		Dogon	North-Western_Dogon	zá:níyⁿɛ́	zá:níyⁿɛ́	z ⁵/aː n ⁵/i + ∼/j ⁵/ɛ	698	1417 1415	0	
2836	YornoSo	FIGHT		Dogon	North-Western_Dogon	jày-ɛ́:-	jày-ɛ́:	dʒ ¹/a + j ⁵/ɛː	697	1416 1415	0	
2837	DonnoSo	FIGHT		Dogon	South-Eastern_Dogon	jàgùl-ɛ́:-	jàgùl-ɛ́:	dʒ ¹/a ɡ ¹/u + l ⁵/ɛː	700	1416 1420	0	
2838	Jamsay	FIGHT		Dogon	North-Eastern_Dogon	jɛ̀yɛ́ ~ jɛ̌:	jɛ̀yɛ́	dʒ ¹/ɛ + j ⁵/ɛ	697	1416 1415	0	
2839	Mombo	FIGHT		Dogon	South-Western_Dogon	jáwⁿyⁿè	jáwⁿ-yⁿè	dʒ ⁵/a ∼/w̃ + ∼/j ¹/e	697	1417 1415	0	
2840	Penange	FIGHT		Dogon	South-Western_Dogon	jáyⁿ	jáyⁿ	dʒ ⁵/a ∼/j	701	1423	0	
2841	TiranigeDiga	FIGHT		Dogon	South-Western_Dogon	yáŋí-yó	yáŋí-yó	j ⁵/a ŋ ⁵/i + j ⁵/o	698	1417 1415	0	
2842	PergeTegu	FIGHT		Dogon	North-Eastern_Dogon	jàyá	jàyá	dʒ ¹/a j ⁵/a	701	1416	0	
2843	SonghaiSenni	FIGHT		Songhai	Eastern_Songhai	gùrjèy	gùrjèy	ɡ ¹/u r + dʒ ¹/e + j	3617	1424 1416 1425	0	
2844	BonduSo	FIGHT		Dogon	North-Western_Dogon	jáːŋí-y	jáːŋí-y	dʒ ⁵/aː ŋ ⁵/i + j	698	1417 1418	0	
2845	Bambara	FIGHT		Mande	Western_Mande	kɛlɛ	kɛlɛ	k ɛ l ɛ	2796	1413	2284	
9670	Soninke	FIGHT		Mande	Soninke-Bozo	hítínà	hítínà	h ⁵/i t ⁵/i n ¹/a	3913	4909	0	
2846	Bangime	FIND		Isolate	Isolate	kārà	kārà	k ³/a r ¹/a	2377	133	2305	
2847	Fulfulde	FIND		Atlantic	North-Central_Atlantic	tawude	taw-ude	t a w + u d e	59	1432 1433	0	
2848	Jenaama	FIND		Mande	Soninke-Bozo	ā-kìlɛ̀	ā-kìlɛ̀	³/a + k ¹/i l ¹/ɛ	2798	1434 1427	2305	
2849	BozoHainyaxo	FIND		Mande	Soninke-Bozo	kiɛ	kiɛ	k i ɛ	2798	1427	2305	
2850	BozoPondorinord	FIND		Mande	Soninke-Bozo	kirɛⁿ	kirɛⁿ	k i r ∼/ɛ	2798	1427	2305	
2851	BozoTieyaxo	FIND		Mande	Soninke-Bozo	kire	kire	k i r e	2798	1427	2305	
2852	BozoPondorisud	FIND		Mande	Soninke-Bozo	kiraⁿ	kiraⁿ	k i r ã	2798	1427	2305	
2853	BozoKotya	FIND		Mande	Soninke-Bozo	kire	kire	k i r e	2798	1427	2305	
2854	BozoTiemaCewe	FIND		Mande	Soninke-Bozo	kira	kira	k i r a	2798	1427	2305	
2855	BozoDebo	FIND		Mande	Soninke-Bozo	kiraⁿ	kiraⁿ	k i r ã	2798	1427	2305	
2856	BozoKorondougounord	FIND		Mande	Soninke-Bozo	kire	kire	k i r e	2798	1427	2305	
2857	BozoKorondougousud	FIND		Mande	Soninke-Bozo	kile	kile	k i l e	2798	1427	2305	
2858	Soninke	FIND		Mande	Soninke-Bozo	ɲí	ɲí	ɲ ⁵/i	2799	1435	0	
2859	ToroTegu	FIND		Dogon	North-Eastern_Dogon	dìrⁿú	dìrⁿú	d ¹/i ∼/r̃ ⁵/u	705	1429	0	
2860	BenTey	FIND		Dogon	North-Eastern_Dogon	tɛ́mbú	tɛ́mbú	t ⁵/ɛ ⁿb ⁵/u	705	1428	0	
2861	BankanTey	FIND		Dogon	North-Eastern_Dogon	tɛ́mbí	tɛ́mbí	t ⁵/ɛ ⁿb ⁵/i	705	1428	0	
2862	PergeTegu	FIND		Dogon	North-Eastern_Dogon	tɛ́mbɛ́	tɛ́mbɛ́	t ⁵/ɛ ⁿb ⁵/ɛ	705	1428	0	
2863	Jamsay	FIND		Dogon	North-Eastern_Dogon	tɛ́mɛ́	tɛ́mɛ́	t ⁵/ɛ m ⁵/ɛ	705	1428	0	
2864	YornoSo	FIND		Dogon	North-Western_Dogon	tɛ́mɛ́	tɛ́mɛ́	t ⁵/ɛ m ⁵/ɛ	705	1428	0	
2865	DogulDom	FIND		Dogon	South-Western_Dogon	tɛ́mbɛ̀, jèmlìyé	tɛ́mbɛ̀	t ⁵/ɛ ⁿb ¹/ɛ	705	1428	0	
2866	TebulUre	FIND		Dogon	North-Western_Dogon	tɛ́mbí (tɛ́mbí-tì-)	tɛ́mbí	t ⁵/ɛ ⁿb ⁵/i	705	1428	0	
2867	BonduSo	FIND		Dogon	North-Western_Dogon	dìnɛ̂:	dìnɛ̂:	d ¹/i n ⁵¹/ɛː	705	1429	0	
2868	Bunoge	FIND		Dogon	South-Western_Dogon	bélóŋgè	bélóŋgè	b ⁵/e l ⁵/o + ⁿɡ ¹/e	706	1430 1431	0	
2869	TiranigeDiga	FIND		Dogon	South-Western_Dogon	yú:ndó (Boui), jú:ndó (Ningo)	yú:ndó	j ⁵/uː ⁿd ⁵/o	707	1436	0	
2870	Penange	FIND		Dogon	South-Western_Dogon	témbé	témbé	t ⁵/e ⁿb ⁵/e	705	1428	0	
2871	Mombo	FIND		Dogon	South-Western_Dogon	tɛ́mbɛ́	tɛ́mbɛ́	t ⁵/ɛ ⁿb ⁵/ɛ	705	1428	0	
2872	Nanga	FIND		Dogon	North-Eastern_Dogon	tɛ́mbí	tɛ́mbí	t ⁵/ɛ ⁿb ⁵/i	705	1428	0	
2873	TogoKan	FIND		Dogon	South-Eastern_Dogon	tɛ́mɛ́	tɛ́mɛ́	t ⁵/ɛ m ⁵/ɛ	705	1428	0	
2874	TommoSo	FIND		Dogon	South-Eastern_Dogon	tɛ́mbɛ́	tɛ́mbɛ́	t ⁵/ɛ ⁿb ⁵/ɛ	705	1428	0	
2875	YandaDom	FIND		Dogon	North-Western_Dogon	tɛ́mbɛ́	tɛ́mbɛ́	t ⁵/ɛ ⁿb ⁵/ɛ	705	1428	0	
2876	SonghaiSenni	FIND		Songhai	Eastern_Songhai	dí:	dí:	d ⁵/iː	3618	131	0	
2877	BonduSo	FIND		Dogon	North-Western_Dogon	dìnɛ̂ː	dìnɛ̂ː	d ¹/i n ⁵¹/ɛː	705	1429	0	
9671	SonghaiKiini	FIND		Songhai	Eastern_Songhai	dí:	dí:	d ⁵/iː	3618	131	0	
9672	Bambara	FIND		Mande	Western_Mande	sɔ̀rɔ́	sɔ̀rɔ́	s ¹/ɔ r ⁵/ɔ	3914	4910	0	
2878	ToroTegu	FINGER		Dogon	North-Eastern_Dogon	lɔ̀-[ì-rⁿú]	lɔ̀-ìrⁿú	l ¹/ɔ + ¹/i ∼/r̃ ⁵/u	708	1440 1441	0	
2879	BenTey	FINGER		Dogon	North-Eastern_Dogon	nà:-sî:ⁿ	nà:-sî:ⁿ	n ¹/aː + s ⁵¹/ĩ:	709	1440 1441	0	
2880	BankanTey	FINGER		Dogon	North-Eastern_Dogon	nà:-sìrî:	nà:-sìrî:	n ¹/aː + s ¹/i r ⁵¹/iː	708	1440 1441	0	
2881	Nanga	FINGER		Dogon	North-Eastern_Dogon	làsìrî	là-sìrî	l ¹/a + s ¹/i r ⁵¹/i	708	1440 1441	0	
2882	PergeTegu	FINGER		Dogon	North-Eastern_Dogon	nùwⁿò-šî:ⁿ	nùwⁿò-šî:ⁿ	n ¹/u ∼/w̃ ¹/o + ʃ ⁵¹/ĩ:	709	1442 1441	0	
2883	Gourou	FINGER		Dogon	North-Eastern_Dogon	nùmò î:ⁿ	nùmò-î:ⁿ	n ¹/u m ¹/o + ⁵¹/ĩ:	710	1442 1449	0	
2884	TogoKan	FINGER		Dogon	South-Eastern_Dogon	nùmɔ̀-í:ⁿ	nùmɔ̀-í:ⁿ	n ¹/u m ¹/ɔ + ⁵/ĩ:	710	1442 1449	0	
2885	YornoSo	FINGER		Dogon	North-Western_Dogon	nɔ̀yⁿ-sǎy	nɔ̀yⁿ-sǎy	n ¹/ɔ ∼/j + s ¹⁵/a + j	709	1442 1441 1448	0	
2886	TommoSo	FINGER		Dogon	South-Eastern_Dogon	nùmɔ̀ sǎy	nùmɔ̀-sǎy	n ¹/u m ¹/ɔ + s ¹⁵/a + j	710	1442 1441 1448	0	
2887	DogulDom	FINGER		Dogon	South-Western_Dogon	nùmɔ̀-sâyg	nùmɔ̀-sâyg	n ¹/u m ¹/ɔ + s ⁵¹/a + j + ɡ	710	1442 1441 1448 1449	0	
2888	TebulUre	FINGER		Dogon	North-Western_Dogon	nùmà:-íyɛ́	nùmà:-íyɛ́	n ¹/u m ¹/aː + ⁵/i + j ⁵/ɛ	710	1442 1449 1458	0	
2889	YandaDom	FINGER		Dogon	North-Western_Dogon	nùmà-é:, nùmà-yé	nùmà-é:	n ¹/u m ¹/a + ⁵/eː	710	1442 1449	0	
2890	BonduSo	FINGER		Dogon	North-Western_Dogon	nùmà-sɛ́ndɔ̀:	nùmà-sɛ́ndɔ̀:	n ¹/u m ¹/a + s ⁵/ɛ + ⁿd ¹/ɔː	710	1442 1441 1443	0	
2891	Bunoge	FINGER		Dogon	South-Western_Dogon	nùmɛ́-sè (def -sê: nɔ̀, pl sě:-gè)	nùmɛ́-sè	n ¹/u m ⁵/ɛ + s ¹/e	710	1442 1441	0	
2892	Jamsay	FINGER		Dogon	North-Eastern_Dogon	nùmò-î:ⁿ	nùmò-î:ⁿ	n ¹/u m ¹/o + ⁵¹/ĩ:	710	1442 1449	0	
2893	DonnoSo	FINGER		Dogon	South-Eastern_Dogon	nùmɔ̀ sà-ý	nùmɔ̀-sàý	n ¹/u m ¹/ɔ + s ¹/a j	710	1442 1441	0	
2894	TomoKan	FINGER		Dogon	South-Eastern_Dogon	nùmè-ʔí:ⁿ	nùmè-ʔí:ⁿ	n ¹/u m ¹/e + ʔ ⁵/ĩ:	710	1442 1441	0	
2895	TiranigeDiga	FINGER		Dogon	South-Western_Dogon	nùmá sèŋgé (hand ...), númí-yɛ́ sě: (sè:-ŋgé)	nùmá-sèŋgé	n ¹/u m ⁵/a + s ¹/e + ⁿɡ ⁵/e	710	1442 1441 1443	0	
2896	Mombo	FINGER		Dogon	South-Western_Dogon	nɛ̀: sí:	nɛ̀:-sí:	n ¹/ɛː + s ⁵/iː	709	1440 1441	0	
2897	Penange	FINGER		Dogon	South-Western_Dogon	nɛ̀:-sé (pl -sé:-gè)	nɛ̀:-sé	n ¹/ɛː + s ⁵/e	709	1440 1441	0	
2898	Bangime	FINGER		Isolate	Isolate	nìī-ŋ̄-kūwⁿɛ̀ɛ̀	nìī-ŋ̄-kūwⁿɛ̀ɛ̀	n ³¹/iː + ŋ + k ³/u ∼/w̃ ¹/ɛː	2378	1437 1438 1439	0	
2899	Fulfulde	FINGER		Atlantic	North-Central_Atlantic	feɗeendu	feɗeendu	f e ɗ eː + n d u	60	1450	0	
2900	Jenaama	FINGER		Mande	Soninke-Bozo	sùgū-kɔ̀ɔ̀njɛ́wⁿ	sùgū-kɔ̀ɔ̀njɛ́wⁿ	s ¹/u ɡ ³/u + k ¹/ɔː ⁿdʒ ⁵/ɛ + ∼/w̃	2802	1446 1451 1448	0	
2901	SonghaiSenni	FINGER		Songhai	Eastern_Songhai	[kàmb-ù]-[kòb-í:z-ò]	kàmb-ù-kòb-í:z-ò	k ¹/a ⁿb + ¹/u + k ¹/o b + ⁵/iː z + ¹/o	3619	1452 1453 1454 1455 1456	0	
2902	BozoKorondougounord	FINGER		Mande	Soninke-Bozo	kirihoⁿnoⁿŋoⁿ	kirihoⁿnoⁿŋoⁿ	k i r i + h õ n õ ŋ õ	2800	1444 1445	0	
2903	BozoKorondougounord	FINGER		Mande	Soninke-Bozo	suukoⁿoⁿno	suukoⁿoⁿno	s uː + k õ: n o	2803	1446 1459	0	
2904	BozoKorondougousud	FINGER		Mande	Soninke-Bozo	suuxoⁿnɛ	suuxoⁿnɛ	s uː õ + n ɛ	2801	1446 1447	0	
2905	BozoKorondougousud	FINGER		Mande	Soninke-Bozo	suⁿuⁿkoⁿoⁿmo	suⁿuⁿkoⁿoⁿmo	s ũ: + k õ: m o	2803	1446 1459	0	
2906	BozoKorondougousud	FINGER		Mande	Soninke-Bozo	cuguⁿkwɔⁿɔⁿnɔⁿ	cuguⁿkwɔⁿɔⁿnɔⁿ	tʃ u ɡ ũ + k w ɔ̃ː n ɔ̃	2805	1446 1459	0	
2907	BozoKorondougousud	FINGER		Mande	Soninke-Bozo	cuukolɛ	cuukolɛ	tʃ uː + k o l ɛ	2807	1446 1459	0	
2908	BozoKorondougousud	FINGER		Mande	Soninke-Bozo	kɔⁿɔⁿnoⁿ	kɔⁿɔⁿnoⁿ	k ɔ̃ː n õ	2803	1459	0	
2909	BozoKorondougousud	FINGER		Mande	Soninke-Bozo	kwaⁿdioⁿ	kwaⁿdioⁿ	k w ã + d i õ	2809	1459 1457	0	
2910	Soninke	FINGER		Mande	Soninke-Bozo	sugukoⁿoⁿdioⁿ	sugukoⁿoⁿdioⁿ	s u ɡ u + k õ: + d i õ	2802	1446 1457	0	
2911	Soninke	FINGER		Mande	Soninke-Bozo	dórómmè	dórómmè	d ⁵/o r ⁵/o m + m ¹/e	2804	1460 1461	0	
2912	Soninke	FINGER		Mande	Soninke-Bozo	bólóⁿkɔ́ní	bólóⁿkɔ́ní	b ⁵/o l ⁵/õ + k ⁵/ɔ n ⁵/i	2806	1462 1459	0	
2913	Soninke	FINGER		Mande	Soninke-Bozo	ɲɔ̀ⁿsɔ́ⁿ	ɲɔ̀ⁿsɔ́ⁿ	ɲ ɔ̃ s ⁵/ɔ̃	2808	1463	0	
2914	Soninke	FINGER		Mande	Soninke-Bozo	ŋkɔni	ŋkɔni	ⁿk ɔ n i	2803	1459	0	
2915	ToroTegu	FIRE		Dogon	North-Eastern_Dogon	núwⁿɔ́	núwⁿɔ́	n ⁵/u ∼/w̃ ⁵/ɔ	716	1470	0	
2916	BenTey	FIRE		Dogon	North-Eastern_Dogon	go᷈:	go᷈:	ɡ õ	711	1466	0	
2917	YornoSo	FIRE		Dogon	North-Western_Dogon	yǎm	yǎm	j ¹⁵/a + m	719	1476 1475	0	
2918	TommoSo	FIRE		Dogon	South-Eastern_Dogon	ɲǎm	ɲǎm	ɲ ¹⁵/a + m	714	1468 1475	2377	
2919	DogulDom	FIRE		Dogon	South-Western_Dogon	gògó	gògó	ɡ ¹/o ɡ ⁵/o	711	1466	0	
2920	TebulUre	FIRE		Dogon	North-Western_Dogon	gǒ:	gǒ:	ɡ ¹⁵/oː	711	1466	0	
2921	YandaDom	FIRE		Dogon	North-Western_Dogon	gòlò	gòlò	ɡ ¹/o l ¹/o	711	1466	0	
2922	BonduSo	FIRE		Dogon	North-Western_Dogon	gólò	gólò	ɡ ⁵/o l ¹/o	711	1466	0	
2923	Ampari	FIRE		Dogon	South-Western_Dogon	gɛ̀nɛ́ (gɛ̀nɛ́ gè)	gɛ̀nɛ́	ɡ ¹/ɛ n ⁵/ɛ	711	1464	0	
2924	Bunoge	FIRE		Dogon	South-Western_Dogon	génì	génì	ɡ ⁵/e n ¹/i	711	1464	0	
2925	DonnoSo	FIRE		Dogon	South-Eastern_Dogon	ɲa᷈ŋ	ɲa᷈ŋ	ɲ ¹⁵¹/a ŋ	714	1468	2377	
2926	Jamsay	FIRE		Dogon	North-Eastern_Dogon	núwⁿó, núwⁿɔ́	núwⁿó	n ⁵/u ∼/w̃ ⁵/o	716	1470	2377	
2927	TiranigeDiga	FIRE		Dogon	South-Western_Dogon	jíyé (Boui), gɛ́ní (Ningo)	jíyé	dʒ ⁵/i j ⁵/e	713	1474	0	
2928	Penange	FIRE		Dogon	South-Western_Dogon	gènì ~ gèn	gènì	ɡ ¹/e n ¹/i	711	1464	0	
2929	Bangime	FIRE		Isolate	Isolate	bírɛ́	bírɛ́	b ⁵/i r ⁵/ɛ	2379	1465	0	
2930	Fulfulde	FIRE		Atlantic	North-Central_Atlantic	yiite	yiite	j iː t e	61	135	2378	
2931	Jenaama	FIRE		Mande	Soninke-Bozo	tɔ̄	tɔ̄	t ³/ɔ	2811	1471	0	
2932	BankanTey	FIRE		Dogon	North-Eastern_Dogon	góô	góô	ɡ ⁵¹/o:	711	1466	0	
2933	Mombo	FIRE		Dogon	South-Western_Dogon	génì	génì	ɡ ⁵/e + n ¹/i	718	1464 1472	0	
2934	Nanga	FIRE		Dogon	North-Eastern_Dogon	góô	góô	ɡ ⁵¹/o:	711	1466	0	
2935	TogoKan	FIRE		Dogon	South-Eastern_Dogon	ɲɛ́:	ɲɛ́:	ɲ ⁵/ɛː	714	1468	2377	
2936	PergeTegu	FIRE		Dogon	North-Eastern_Dogon	núwⁿó	núwⁿó	n ⁵/u ∼/w̃ ⁵/o	716	1470	2377	
2937	TomoKan	FIRE		Dogon	South-Eastern_Dogon	ɲá:	ɲá:	ɲ ⁵/aː	714	1468	2377	
2938	BozoHainyaxo	FIRE		Mande	Soninke-Bozo	tubaa	tubaa	t u b aː	2811	1467	0	
2939	Soninke	FIRE		Mande	Soninke-Bozo	yìmbê	yìmbê	j ¹/i ⁿb ⁵¹/e	2812	1469	2378	
2940	SonghaiSenni	FIRE		Songhai	Eastern_Songhai	nù:n-ò	nù:n-ò	n ¹/uː n + ¹/o	3620	137 1473	2377	
2941	ToroSo	FIRE		Dogon	South-Eastern_Dogon	yáwⁿú	yáwⁿú	j ⁵/a ∼/w̃ ⁵/u	715	1476	0	
2942	ToroSo	FIRE		Dogon	South-Eastern_Dogon	ɲáŋù	ɲáŋù	ɲ ⁵/a ŋ ¹/u	714	1468	2377	
2943	BonduSo	FIRE		Dogon	North-Western_Dogon	ɡùndó	ɡùndó	ɡ ¹/u + ⁿd ⁵/o	718	1466 1477	0	
2944	Bambara	FIRE		Mande	Western_Mande	tɑsumɑ	tɑsumɑ	t ɑ s u m ɑ	2810	137	0	
2945	SonghaiSenni	FIREWOOD		Songhai	Eastern_Songhai	tù:r-ò	tù:r-ò	t ¹/uː r + ¹/o	3621	143 1485	2399	
2946	ToroTegu	FIREWOOD		Dogon	North-Eastern_Dogon	tìrⁿú	tìrⁿú	t ¹/i ∼/r̃ ⁵/u	721	1480	2399	
2947	BenTey	FIREWOOD		Dogon	North-Eastern_Dogon	tìrⁿú ~ tìrⁿí	tìrⁿú	t ¹/i ∼/r̃ ⁵/u	721	1480	2399	
2948	BankanTey	FIREWOOD		Dogon	North-Eastern_Dogon	tǐn	tǐn	t ¹⁵/i n	720	1480	0	
2949	Nanga	FIREWOOD		Dogon	North-Eastern_Dogon	tìrⁿí	tìrⁿí	t ¹/i ∼/r̃ ⁵/i	721	1480	2399	
2950	TogoKan	FIREWOOD		Dogon	South-Eastern_Dogon	tǐⁿ	tǐⁿ	t ĩ	720	1480	0	
